edad,GENERO,ESTRATO,NOMBRE_PROGRAMA,NOMBRE_FACULTAD,tipo_desercion
48,F,,MAESTRIA EN EDUCACION,CIENCIAS DE LA EDUCACION,A
47,F,,MAESTRIA EN EDUCACION,CIENCIAS DE LA EDUCACION,B
28,M,,MAESTRIA EN HISTORIA,CIENCIAS DE LA EDUCACION,A
36,F,,MAESTRIA EN LITERATURA,CIENCIAS DE LA EDUCACION,A
32,F,,MAESTRIA EN DERECHOS HUMANOS,DERECHO Y CIENCIAS  SOCIALES,A
33,M,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,A
45,F,,MAESTRIA EN DIDACTICA DE LA MATEMATICA,ESTUDIOS A DISTANCIA,A
38,M,,MAESTRIA EN DIDACTICA DE LA MATEMATICA,ESTUDIOS A DISTANCIA,A
30,M,,ESPECIALIZACION EN BASES DE DATOS,INGENIERIA,B
34,M,,ESPECIALIZACION EN BASES DE DATOS,INGENIERIA,A
41,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
40,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
34,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
36,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
33,M,,ESPECIALIZACION EN GERENCIA DE PROYECTOS DE CONSTRUCCION,INGENIERIA,A
33,M,,ESPECIALIZACION EN TRANSITO Y TRANSPORTE,INGENIERIA,A
32,M,,ESPECIALIZACION EN GESTION ESTRATEGICA DE PROYECTOS,SECCIONAL DUITAMA,A
37,M,,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y OPERACIONES,SECCIONAL SOGAMOSO,A
32,M,,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y OPERACIONES,SECCIONAL SOGAMOSO,A
43,M,,"MAESTRIA EN SEGURIDAD Y SALUD EN EL TRABAJO, ENFASIS EN HIGIENE Y SEGURIDAD INDUSTRIAL",SECCIONAL SOGAMOSO,A
24,F,,TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,SECCIONAL TUNJA,B
22,F,,TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,SECCIONAL TUNJA,B
20,M,,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,SECCIONAL CHIQUINQUIRA,B
21,M,,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,SECCIONAL CHIQUINQUIRA,B
36,F,,MAESTRIA EN CIENCIAS VETERINARIAS,CIENCIAS AGROPECUARIAS,A
34,M,,MAESTRIA EN CIENCIAS VETERINARIAS,CIENCIAS AGROPECUARIAS,A
60,M,,DOCTORADO EN LENGUAJE Y CULTURA,CIENCIAS DE LA EDUCACION,A
40,M,,MAESTRIA EN EDUCACION,CIENCIAS DE LA EDUCACION,A
29,M,,MAESTRIA EN HISTORIA,CIENCIAS DE LA EDUCACION,A
37,M,,MAESTRIA EN ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
42,F,,MAESTRIA EN DERECHOS HUMANOS,DERECHO Y CIENCIAS  SOCIALES,A
32,M,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,A
31,M,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,A
31,M,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,B
33,F,,MAESTRIA EN DIDACTICA DE LA MATEMATICA,ESTUDIOS A DISTANCIA,A
39,M,,MAESTRIA EN DIDACTICA DE LA MATEMATICA,ESTUDIOS A DISTANCIA,A
53,F,,MAESTRIA EN DIDACTICA DE LA MATEMATICA,ESTUDIOS A DISTANCIA,C
32,F,,ESPECIALIZACION EN GESTION DE INTEGRIDAD Y CORROSIN,INGENIERIA,A
33,M,,MAESTRIA EN GEOTECNIA,INGENIERIA,A
48,M,,MAESTRIA EN INGENIERIA AMBIENTAL,INGENIERIA,B
34,M,,MAESTRIA EN INGENIERIA AMBIENTAL,INGENIERIA,A
40,M,,MAESTRIA EN INGENIERIA AMBIENTAL,INGENIERIA,B
42,M,,ESPECIALIZACIN EN INFORMTICA PARA LA DOCENCIA,SECCIONAL DUITAMA,A
47,F,,"MAESTRIA EN SEGURIDAD Y SALUD EN EL TRABAJO, ENFASIS EN HIGIENE Y SEGURIDAD INDUSTRIAL",SECCIONAL SOGAMOSO,B
26,F,2,FISICA,CIENCIAS,B
27,M,2,FISICA,CIENCIAS,B
27,M,2,FISICA,CIENCIAS,B
29,M,1,FISICA,CIENCIAS,C
27,M,2,FISICA,CIENCIAS,B
24,M,1,FISICA,CIENCIAS,C
21,M,3,FISICA,CIENCIAS,B
23,F,3,FISICA,CIENCIAS,C
24,F,4,FISICA,CIENCIAS,E
23,M,2,FISICA,CIENCIAS,B
25,M,3,BIOLOGIA,CIENCIAS,B
23,M,3,BIOLOGIA,CIENCIAS,B
24,F,1,BIOLOGIA,CIENCIAS,C
30,M,1,BIOLOGIA,CIENCIAS,D
23,M,1,MATEMATICAS,CIENCIAS,C
22,M,1,MATEMATICAS,CIENCIAS,C
25,F,2,MATEMATICAS,CIENCIAS,E
27,M,3,MATEMATICAS,CIENCIAS,C
23,F,3,MATEMATICAS,CIENCIAS,B
24,M,1,MATEMATICAS,CIENCIAS,B
23,F,1,MATEMATICAS,CIENCIAS,B
26,F,2,MATEMATICAS,CIENCIAS,C
47,M,2,MATEMATICAS,CIENCIAS,E
22,M,2,MATEMATICAS,CIENCIAS,B
23,F,2,MATEMATICAS,CIENCIAS,C
27,M,1,MATEMATICAS,CIENCIAS,C
23,M,1,MATEMATICAS,CIENCIAS,C
30,M,4,QUIMICA,CIENCIAS,C
23,M,2,QUIMICA,CIENCIAS,C
23,M,3,QUIMICA,CIENCIAS,E
23,F,3,QUIMICA,CIENCIAS,C
24,M,3,QUIMICA,CIENCIAS,C
22,M,1,QUIMICA,CIENCIAS,B
28,M,1,QUIMICA,CIENCIAS,E
27,M,2,INGENIERIA AGRONOMICA,CIENCIAS AGROPECUARIAS,B
24,M,2,INGENIERIA AGRONOMICA,CIENCIAS AGROPECUARIAS,C
25,F,2,INGENIERIA AGRONOMICA,CIENCIAS AGROPECUARIAS,B
27,M,1,INGENIERIA AGRONOMICA,CIENCIAS AGROPECUARIAS,E
24,M,1,INGENIERIA AGRONOMICA,CIENCIAS AGROPECUARIAS,C
24,M,2,INGENIERIA AGRONOMICA,CIENCIAS AGROPECUARIAS,B
25,M,1,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,C
24,M,2,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,B
23,F,3,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,B
22,M,1,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,B
24,F,2,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,B
27,M,3,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,B
27,M,1,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,B
27,M,3,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,C
23,M,2,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,C
24,M,2,MEDICINA VETERINARIA Y ZOOTECNIA,CIENCIAS AGROPECUARIAS,C
38,M,,MAESTRIA EN DESARROLLO RURAL,CIENCIAS AGROPECUARIAS,A
36,M,,MAESTRIA EN CIENCIAS VETERINARIAS,CIENCIAS AGROPECUARIAS,B
29,M,1,LICENCIATURA EN LENGUAS EXTRANJERAS,CIENCIAS DE LA EDUCACION,E
32,F,1,LICENCIATURA EN LENGUAS EXTRANJERAS,CIENCIAS DE LA EDUCACION,E
27,M,2,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,CIENCIAS DE LA EDUCACION,E
26,M,2,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,CIENCIAS DE LA EDUCACION,C
27,M,1,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,CIENCIAS DE LA EDUCACION,E
25,M,2,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,CIENCIAS DE LA EDUCACION,C
36,M,1,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,CIENCIAS DE LA EDUCACION,D
24,M,2,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,CIENCIAS DE LA EDUCACION,C
27,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,E
22,M,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
23,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
25,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,D
25,M,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
24,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
23,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
22,F,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
20,M,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
28,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
24,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
24,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
24,F,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,E
26,M,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,D
23,F,3,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,CIENCIAS DE LA EDUCACION,C
24,M,2,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,CIENCIAS DE LA EDUCACION,C
24,M,1,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,CIENCIAS DE LA EDUCACION,B
27,M,1,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,CIENCIAS DE LA EDUCACION,C
32,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
25,F,3,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
26,M,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
21,F,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,B
29,F,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
29,M,1,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,D
23,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
28,F,3,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
24,M,2,LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,C
23,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,B
28,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,D
25,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
24,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
26,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
25,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,E
22,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,B
24,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
23,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,B
22,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,B
27,F,2,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,B
28,M,2,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,C
23,M,2,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,B
26,M,1,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,C
26,M,3,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,C
33,M,3,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,C
29,M,2,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,E
21,F,2,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,B
25,M,2,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,B
26,M,1,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,C
27,F,1,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,C
23,F,2,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,CIENCIAS DE LA EDUCACION,E
24,F,1,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,CIENCIAS DE LA EDUCACION,C
24,M,3,LICENCIATURA EN MUSICA,CIENCIAS DE LA EDUCACION,D
30,F,3,LICENCIATURA EN ARTES PLASTICAS,CIENCIAS DE LA EDUCACION,D
22,F,2,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,D
29,M,3,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,D
27,M,1,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,E
29,M,2,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,B
21,M,3,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,B
27,F,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,D
28,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
29,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,E
24,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
25,M,3,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
28,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,D
26,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
24,F,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,B
28,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,E
25,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
26,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,D
24,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
22,M,2,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,CIENCIAS DE LA EDUCACION,B
23,M,2,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,CIENCIAS DE LA EDUCACION,B
21,M,3,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,CIENCIAS DE LA EDUCACION,B
22,F,1,LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,B
21,F,1,LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,B
23,F,2,LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,B
24,M,3,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",CIENCIAS DE LA EDUCACION,C
23,M,3,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",CIENCIAS DE LA EDUCACION,C
22,M,3,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,B
22,M,2,LICENCIATURA EN INFORMATICA,CIENCIAS DE LA EDUCACION,C
23,M,2,LICENCIATURA EN INFORMATICA,CIENCIAS DE LA EDUCACION,C
24,M,2,ARTES PLASTICAS Y VISUALES,CIENCIAS DE LA EDUCACION,B
37,M,,MAESTRIA EN HISTORIA,CIENCIAS DE LA EDUCACION,A
38,F,,MAESTRIA EN LINGUISTICA,CIENCIAS DE LA EDUCACION,A
36,F,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
27,F,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
27,F,,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
38,F,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
27,F,1,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
26,M,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
28,F,1,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
30,F,1,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
33,F,,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
29,F,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
29,F,1,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
37,F,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
39,F,,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
34,F,1,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
41,M,,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
40,F,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,D
53,F,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
40,M,,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,B
23,F,2,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
24,F,1,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
23,F,1,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
34,F,2,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,D
28,F,2,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
24,F,1,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
24,F,2,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
32,F,3,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
24,M,2,PSICOLOGIA,CIENCIAS DE LA SALUD,C
28,M,3,PSICOLOGIA,CIENCIAS DE LA SALUD,B
28,M,1,PSICOLOGIA,CIENCIAS DE LA SALUD,B
28,M,1,PSICOLOGIA,CIENCIAS DE LA SALUD,E
23,M,2,PSICOLOGIA,CIENCIAS DE LA SALUD,D
26,M,3,PSICOLOGIA,CIENCIAS DE LA SALUD,C
25,M,2,PSICOLOGIA,CIENCIAS DE LA SALUD,E
34,M,1,ENFERMERIA,CIENCIAS DE LA SALUD,C
23,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
26,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
25,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
26,M,3,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
27,F,1,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
24,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
25,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
35,F,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
30,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
41,F,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
31,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
28,M,1,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
32,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
24,M,1,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
25,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
34,F,,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
28,M,3,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
29,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
40,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
24,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
25,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
25,F,3,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
23,F,3,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
24,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
30,M,1,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
28,M,1,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
26,M,1,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
27,F,3,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
24,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
29,M,1,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
23,F,4,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
30,F,3,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
26,M,,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
32,M,1,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
25,M,1,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
25,F,3,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
22,F,1,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
22,M,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
24,F,1,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
25,F,1,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
32,M,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
32,F,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
29,F,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
29,M,1,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
27,M,1,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
27,M,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
22,M,1,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
32,M,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
24,M,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
29,F,,ESPECIALIZACION EN GERENCIA TRIBUTARIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,A
31,M,,MAESTRIA EN ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,A
53,F,,MAESTRIA EN FINANZAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,A
33,F,,MAESTRIA EN FINANZAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,A
22,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,B
22,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,C
39,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,D
24,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,C
44,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,E
